full_name,a,e,i,om,w,q,ad,per_y,data_arc,n_obs_used,H,first_obs,epoch
       (2023 JO2),1.622,0.2977,30.11,216.88,349.77,1.139,2.1,2.06,45,55,21.43,2023-05-12,2460200.5
       (2023 JP2),2.044,0.6852,3.53,222.92,105.77,0.643,3.45,2.92,14,64,23.08,2023-05-12,2460078.5
       (2023 JQ2),2.846,0.5579,9.56,229.19,14.65,1.258,4.43,4.8,27,34,23.72,2023-05-12,2460200.5
       (2023 JR2),2.107,0.502,7.08,81.25,176.24,1.049,3.16,3.06,34,70,24.83,2023-05-12,2460200.5
       (2023 JT2),1.364,0.2486,4.89,51,194.29,1.025,1.7,1.59,4,17,27.88,2023-05-11,2460200.5
       (2023 JV2),1.488,0.4928,12.5,209.8,118.11,0.755,2.22,1.82,17,31,23.25,2023-05-12,2460078.5
       (2023 JA3),1.059,0.2281,8.06,230.49,268.9,0.818,1.3,1.09,1,11,29.73,2023-05-13,2460200.5
       (2023 JB3),0.9407,0.2519,5.47,88.75,289.62,0.704,1.18,0.912,30,77,24.2,2023-05-13,2460200.5
       (2023 JC3),1.14,0.0856,25.72,55.8,189.08,1.043,1.24,1.22,4,21,26.28,2023-05-13,2460078.5
       (2023 JD3),1.064,0.236,20.13,74.17,297.21,0.813,1.31,1.1,39,33,22.41,2023-05-13,2460200.5
       (2023 JG3),2.097,0.5823,9.19,65.56,102.23,0.876,3.32,3.04,12,19,24.18,2023-05-10,2460079.5
       (2023 JH3),1.746,0.3982,13.75,219.24,47.92,1.05,2.44,2.31,32,25,24.5,2023-05-14,2460200.5
       (2023 JJ3),2.228,0.4852,11.68,250.41,348.23,1.147,3.31,3.33,56,109,21.76,2023-05-14,2460200.5
       (2023 JK3),0.8054,0.2712,1.67,55.14,353.02,0.587,1.02,0.723,12,45,25.35,2023-05-13,2460200.5
       (2023 JN3),2.339,0.5621,15.22,226.17,42.42,1.024,3.65,3.58,12,28,24.65,2023-05-13,2460086.5
       (2023 JU3),1.47,0.5204,7.19,140.76,191.52,0.705,2.24,1.78,57,37,22.24,2023-04-14,2460200.5
       (2023 JV3),1.395,0.4355,23.31,229.78,128.86,0.787,2,1.65,6793,50,20.57,2005-05-16,2460200.5
       (2023 JW3),2.284,0.5632,1.92,201.51,45.31,0.997,3.57,3.45,5,14,25.71,2023-05-11,2460076.5
       (2023 JX3),2.327,0.7792,8.71,172.24,297.68,0.514,4.14,3.55,16,18,21.42,2023-04-30,2460200.5
       (2023 JY3),2.332,0.5869,7.79,70.09,194.98,0.963,3.7,3.56,12,24,23.43,2023-05-12,2460079.5
       (2023 JZ3),1.508,0.3076,0.45,49.14,187.51,1.044,1.97,1.85,27,31,25.79,2023-05-11,2460200.5
       (2023 JA4),0.9288,0.3333,29.66,227.45,202.07,0.619,1.24,0.895,12,28,23.2,2023-05-13,2460200.5
       (2023 JB4),2.04,0.4828,6.9,224.35,356.55,1.055,3.02,2.91,14,20,25.96,2023-05-10,2460200.5
       (2023 JC4),0.8711,0.2144,2.38,190.28,211.15,0.684,1.06,0.813,19,56,25.42,2023-05-13,2460200.5
       (2023 JD4),2.192,0.5671,5.64,61.38,207.47,0.949,3.43,3.24,23,35,24.92,2023-04-24,2460063.5
       (2023 JE4),1.702,0.7449,10.75,213.08,135.22,0.434,2.97,2.22,16,37,22.51,2023-05-13,2460082.5
       (2023 JG4),1.666,0.354,5.21,209.74,28.88,1.076,2.26,2.15,30,33,25.34,2023-05-12,2460200.5
       (2023 JH4),2.133,0.4915,7.48,239.96,22.87,1.085,3.18,3.12,52,41,24.14,2023-05-10,2460200.5
       (2023 JJ4),1.915,0.6482,4.07,61.11,85.34,0.674,3.16,2.65,2,12,25.99,2023-05-13,2460078.5
       (2023 JK4),1.569,0.5588,5.78,60.44,79.54,0.692,2.45,1.96,8,14,25.02,2023-05-12,2460078.5
       (2023 JP4),1.114,0.1543,15.21,218.17,279.99,0.942,1.29,1.18,11,20,24.46,2023-05-13,2460079.5
       (2023 JQ4),1.146,0.1255,16.37,223.97,286.36,1.002,1.29,1.23,3,14,25.31,2023-05-13,2460077.5
       (2023 JR4),1.099,0.2879,5.61,69.54,264.55,0.783,1.42,1.15,10,23,26.84,2023-05-13,2460200.5
       (2023 JS4),2.533,0.6387,6.04,72.22,209.32,0.915,4.15,4.03,3,15,24.91,2023-05-14,2460079.5
       (2023 JT4),1.226,0.1722,2,221.57,31.26,1.015,1.44,1.36,6,20,28.5,2023-05-15,2460200.5
       (2023 JU4),2.042,0.5824,4.73,215.51,307.84,0.853,3.23,2.92,3,13,26.08,2023-05-13,2460078.5
       (2023 JV4),1.564,0.3106,19.1,63.41,219.61,1.078,2.05,1.96,24,21,24.06,2023-05-15,2460200.5
       (2023 JW4),2.668,0.6672,1.58,249.9,286.21,0.888,4.45,4.36,7,13,26.35,2023-05-13,2460078.5
       (2023 JZ4),2.641,0.6864,3.22,79.51,225.67,0.828,4.45,4.29,16,90,25.12,2023-05-13,2460200.5
       (2023 JE5),1.337,0.3493,0.86,10.27,300.15,0.87,1.8,1.55,19,42,25.07,2023-05-13,2460200.5
       (2023 JF5),1.577,0.2543,25.63,234.67,317.02,1.176,1.98,1.98,14,23,23.67,2023-05-13,2460079.5
       (2023 JG5),2.122,0.6263,7.85,71.17,67.44,0.793,3.45,3.09,2405,39,21.77,2016-11-08,2460200.5
       (2023 JH5),1.907,0.507,38.62,237.8,119.37,0.94,2.87,2.63,4918,82,19.61,2010-06-19,2460200.5
       (2023 JM5),1.476,0.2523,2.07,121.53,122.45,1.104,1.85,1.79,28,29,25.75,2023-05-13,2460200.5
       (2023 JN5),1.133,0.4414,5.94,85.72,36.13,0.633,1.63,1.21,11,28,24.72,2023-05-15,2460081.5
       (2023 JO5),1.758,0.3207,29.54,236.39,32.35,1.194,2.32,2.33,59,51,21.63,2023-05-15,2460200.5
       (2023 JP5),1.376,0.3035,17.82,58.4,254.96,0.959,1.79,1.61,179,22,23.31,2023-05-12,2460200.5
       (2023 JQ5),1.292,0.2721,9.82,65.64,249.35,0.94,1.64,1.47,31,38,24.34,2023-05-14,2460200.5
       (2023 JR5),1.509,0.2722,10.58,61.16,202.82,1.098,1.92,1.85,13,20,25.58,2023-05-13,2460079.5
       (2023 JT5),2.717,0.632,13.74,228.31,285.35,1,4.43,4.48,7,16,22.52,2023-05-14,2460079.5
       (2023 JB6),1.096,0.2417,9.2,238,252.44,0.831,1.36,1.15,26,26,24.98,2023-05-15,2460200.5
       (2023 JC6),2.3,0.785,6.99,249.77,220.01,0.495,4.11,3.49,12,14,21.82,2023-05-13,2460078.5
       (2023 JD6),1.163,0.4325,11.68,123.71,263.07,0.66,1.67,1.25,3895,44,21.3,2013-06-16,2460200.5
       (2023 JG6),2.111,0.5044,8.3,77.02,212.5,1.046,3.18,3.07,48,69,23.53,2023-05-13,2460200.5
       (2023 JH6),1.105,0.262,20.57,181.84,259.63,0.816,1.39,1.16,57,28,21.8,2023-05-14,2460200.5
       (2023 JJ6),2.434,0.5896,10.8,73.47,237.45,0.999,3.87,3.8,58,53,22.38,2023-05-13,2460200.5
       (2023 JQ6),2.119,0.4446,9.25,115.59,173.42,1.177,3.06,3.08,77,58,21.9,2023-05-14,2460200.5
       (2023 JN7),2.188,0.49,7.75,174.3,144.15,1.116,3.26,3.24,187,55,20.63,2023-04-14,2460200.5
       (2023 JR7),1.377,0.1828,24,228.42,36.41,1.126,1.63,1.62,41,23,23.39,2023-05-13,2460200.5
       (2023 JX21),2.122,0.4212,8.35,75.3,211.18,1.228,3.02,3.09,57,34,22.63,2023-04-24,2460200.5
       (2023 KB),2.412,0.5618,14.05,62.35,191.84,1.057,3.77,3.74,5,30,25.14,2023-05-16,2460080.5
       (2023 KE),1.812,0.4886,2.69,53.2,133.93,0.927,2.7,2.44,7,17,27.11,2023-05-16,2460200.5
       (2023 KF),2.384,0.556,7.69,242.25,0.64,1.058,3.71,3.68,27,80,24.52,2023-05-16,2460200.5
       (2023 KG),1.537,0.3064,6.63,236.22,34.9,1.066,2.01,1.9,25,31,25.66,2023-05-16,2460200.5
       (2023 KH),1.335,0.1826,21.05,49.92,169.25,1.091,1.58,1.54,5,15,23.97,2023-05-18,2460082.5
       (2023 KM),1.136,0.0564,8.07,239.76,9.45,1.072,1.2,1.21,26,40,25.85,2023-05-18,2460200.5
       (2023 KN),1.519,0.6027,24.17,60.74,274.03,0.603,2.43,1.87,2,31,27.06,2023-05-20,2460200.5
       (2023 KO),0.7393,0.4144,14.13,236.11,194.87,0.433,1.05,0.636,6,20,27.04,2023-05-19,2460200.5
       (2023 KP),1.664,0.401,3.37,85.35,114.73,0.997,2.33,2.15,32,28,25.53,2023-05-08,2460200.5
       (2023 KQ),0.8575,0.2256,10.41,240.26,166.62,0.664,1.05,0.794,13,77,24.91,2023-05-19,2460200.5
       (2023 KR),2.923,0.7697,14.9,55.69,271.67,0.673,5.17,5,14,42,23.45,2023-05-16,2460086.5
       (2023 KS),2.213,0.6346,17.37,61.01,240.97,0.808,3.62,3.29,2,52,27.65,2023-05-20,2460200.5
       (2023 KT),1.079,0.2372,10.17,236.27,271.66,0.823,1.34,1.12,5,35,28.35,2023-05-19,2460200.5
       (2023 KU),1.023,0.5867,3.75,27.65,49.7,0.423,1.62,1.04,10,21,22.42,2023-05-16,2460081.5
       (2023 KV),2.086,0.5891,1.77,67.45,114.82,0.857,3.32,3.01,6,46,26.17,2023-05-20,2460200.5
       (2023 KW),1.077,0.3554,2.94,19.12,343.84,0.694,1.46,1.12,28,31,22.93,2023-05-18,2460200.5
       (2023 KX),2.261,0.5439,24.79,62.81,200.89,1.031,3.49,3.4,4,30,25.37,2023-05-20,2460085.5
       (2023 KZ),1.178,0.1214,7.73,64.24,173.55,1.035,1.32,1.28,6,52,27.28,2023-05-20,2460200.5
       (2023 KA1),1.46,0.1634,13.45,215.11,57.75,1.222,1.7,1.76,13,16,23.67,2023-05-16,2460083.5
       (2023 KB1),2.362,0.726,3.24,33.02,301.05,0.647,4.08,3.63,12,22,23.89,2023-05-18,2460084.5
       (2023 KC1),0.9336,0.2857,19.81,59.99,303.84,0.667,1.2,0.902,7,16,26.62,2023-05-14,2460200.5
       (2023 KD1),1.192,0.1502,15.3,232.83,52.98,1.013,1.37,1.3,2,31,24.52,2023-05-20,2460200.5
       (2023 KE1),2.567,0.5591,6.4,59.03,200.72,1.132,4,4.11,39,30,23.26,2023-05-18,2460200.5
       (2023 KF1),1.856,0.5241,5.39,68.5,224.03,0.883,2.83,2.53,2,35,25.95,2023-05-21,2460200.5
       (2023 KG1),1.049,0.2956,14.89,239.06,248.34,0.739,1.36,1.07,9,45,24.95,2023-05-21,2460200.5
       (2023 KH1),1.205,0.2131,8.35,236.05,310.57,0.949,1.46,1.32,5,29,27.83,2023-05-21,2460200.5
       (2023 KJ1),2.388,0.6105,0.77,225,54.5,0.93,3.85,3.69,5,40,27.55,2023-05-18,2460200.5
       (2023 KK1),2.443,0.6746,2.48,358.13,341.47,0.795,4.09,3.82,199,84,20.3,2023-05-18,2460200.5
       (2023 KL1),1.916,0.4633,0.97,174.52,76.17,1.029,2.8,2.65,7,31,26.46,2023-05-20,2460200.5
       (2023 KQ1),1.16,0.1796,33.96,62.94,247.47,0.952,1.37,1.25,5,30,25.21,2023-05-20,2460086.5
       (2023 KR1),1.312,0.1229,10.35,207.97,312.13,1.151,1.47,1.5,24,20,23.39,2023-05-16,2460200.5
       (2023 KS1),2.283,0.587,3.8,76.08,126.55,0.943,3.62,3.45,4,62,25.06,2023-05-21,2460200.5
       (2023 KT1),2.022,0.501,1.02,161.01,107.53,1.009,3.03,2.87,8,36,26.03,2023-05-21,2460087.5
       (2023 KV1),1.979,0.483,5.96,226.78,29.19,1.023,2.93,2.78,4,34,25.69,2023-05-21,2460200.5
       (2023 KW1),2.038,0.575,1.59,179.52,359.3,0.866,3.21,2.91,4,26,25.61,2023-05-21,2460086.5
       (2023 KX1),1.045,0.0415,9.12,61.45,229.46,1.002,1.09,1.07,1,55,28.85,2023-05-22,2460200.5
       (2023 KY1),2.165,0.5198,7.62,175.03,100.69,1.039,3.29,3.18,87,48,23.56,2023-05-21,2460200.5
       (2023 KZ1),1.311,0.2525,23.52,61.86,213.92,0.98,1.64,1.5,2,81,26.27,2023-05-22,2460200.5
       (2023 KA2),2.071,0.6247,1.06,71.96,238.47,0.777,3.36,2.98,3,56,27.55,2023-05-22,2460200.5
       (2023 KB2),1.769,0.4257,6.04,238.34,345.59,1.016,2.52,2.35,18,31,26.1,2023-05-22,2460200.5
       (2023 KC2),2.862,0.5797,8.45,231.71,10.72,1.203,4.52,4.84,29,25,23.93,2023-05-10,2460200.5
       (2023 KD2),1.045,0.24,13.44,64.88,71.3,0.794,1.3,1.07,17,63,24.9,2023-05-22,2460200.5
       (2023 KE2),1.175,0.1084,27.97,61.86,161.75,1.048,1.3,1.27,6,46,25.37,2023-05-22,2460087.5
       (2023 KJ2),1.013,0.3578,11.82,59.36,65.51,0.65,1.37,1.02,3,42,25.66,2023-05-21,2460200.5
       (2023 KK2),1.506,0.4637,27.26,229.18,111.26,0.808,2.21,1.85,32,33,22.96,2023-05-22,2460200.5
       (2023 KL2),0.9223,0.2464,12.05,232.36,221.84,0.695,1.15,0.886,4,21,25.76,2023-05-22,2460200.5
       (2023 KM2),1.562,0.5873,9.93,230.11,110.02,0.645,2.48,1.95,10,34,24.85,2023-05-22,2460089.5
       (2023 KN2),2.108,0.6321,0.46,23.85,147.56,0.776,3.44,3.06,3,30,26.66,2023-05-22,2460088.5
       (2023 KO2),2.872,0.61,13.39,201.19,109.79,1.12,4.62,4.87,199,87,20.16,2023-03-30,2460200.5
       (2023 KP2),2.779,0.7685,15.31,91.2,267.64,0.643,4.91,4.63,193,60,20.79,2023-05-15,2460200.5
       (2023 KQ2),1.279,0.3152,21.75,241.2,295.05,0.876,1.68,1.45,3,23,27.96,2023-05-23,2460200.5
       (2023 KR2),1.363,0.175,3.68,76.86,189.02,1.124,1.6,1.59,47,43,24.24,2023-04-29,2460200.5
       (2023 KS2),2.475,0.5985,4.68,71.22,207.16,0.994,3.96,3.89,20,48,26.08,2023-05-13,2460200.5
       (2023 KT2),0.9105,0.1454,3.51,236.35,214.97,0.778,1.04,0.869,22,64,28.14,2023-05-22,2460200.5
       (2023 KU2),2.422,0.6469,3.13,69.94,230.43,0.855,3.99,3.77,6,53,27.29,2023-05-22,2460200.5
       (2023 KV2),1.299,0.2382,14.65,65.49,217.94,0.99,1.61,1.48,5,47,25.93,2023-05-22,2460200.5
       (2023 KW2),2.117,0.5455,6.46,240.94,46.26,0.962,3.27,3.08,50,70,23.73,2023-04-16,2460200.5
       (2023 KX2),1.634,0.3546,7.6,235.44,354.86,1.055,2.21,2.09,2,18,26.47,2023-05-23,2460087.5
       (2023 KY2),1.442,0.3468,18.52,62.82,120.93,0.942,1.94,1.73,8,48,24.65,2023-05-17,2460200.5
       (2023 KZ2),2.485,0.5898,5.12,65.43,205.59,1.019,3.95,3.92,33,29,26.23,2023-05-21,2460104.5
       (2023 KA3),1.118,0.28,20.85,238.67,116.79,0.805,1.43,1.18,16,37,24.17,2023-05-24,2460091.5
       (2023 KC3),1.334,0.228,18.56,243.09,21.3,1.03,1.64,1.54,1,43,26.45,2023-05-25,2460200.5
       (2023 KD3),1.105,0.2295,4.08,240.1,275.18,0.851,1.36,1.16,5,17,28.63,2023-05-24,2460200.5
       (2023 KG3),1.067,0.0905,5.98,63.29,112.82,0.97,1.16,1.1,7,26,27.71,2023-05-21,2460200.5
       (2023 KN3),1.197,0.5217,44.12,74.31,12.63,0.573,1.82,1.31,34,27,20.99,2023-05-24,2460200.5
       (2023 KO3),1.32,0.2489,22.45,241.55,285.2,0.991,1.65,1.52,15,14,24.23,2023-05-26,2460090.5
       (2023 KT3),2.12,0.5867,4.22,238.53,315.23,0.876,3.36,3.09,32,232,23.66,2023-05-27,2460200.5
       (2023 KU3),1.271,0.2344,33.04,241.12,57.24,0.973,1.57,1.43,4,30,24.87,2023-05-24,2460090.5
       (2023 KV3),2.185,0.5491,11.66,66.81,204.34,0.985,3.39,3.23,1,60,28.23,2023-05-27,2460200.5
       (2023 KW3),1.828,0.4414,6.33,244.34,359.59,1.021,2.64,2.47,5,39,27.93,2023-05-25,2460200.5
       (2023 KX3),0.9761,0.1094,3.11,68.07,60.69,0.869,1.08,0.964,21,80,25.77,2023-05-27,2460200.5
       (2023 KY3),1.285,0.2923,7.85,70.22,114.56,0.909,1.66,1.46,4,114,26.14,2023-05-27,2460200.5
       (2023 KZ3),2.129,0.5018,10.7,250.48,2.43,1.061,3.2,3.11,43,92,23.7,2023-05-26,2460200.5
       (2023 KA4),1.188,0.1608,18.97,242.15,317.46,0.997,1.38,1.29,27,44,24.75,2023-05-27,2460200.5
       (2023 KB4),1.36,0.1571,17.03,245.27,329.19,1.146,1.57,1.59,20,31,24.03,2023-05-26,2460200.5
       (2023 KC4),1.949,0.8014,14.87,217,160.08,0.387,3.51,2.72,33,112,20.33,2023-05-25,2460200.5
       (2023 KD4),2.466,0.579,7.43,63.71,160.47,1.038,3.89,3.87,2,24,26.07,2023-05-26,2460090.5
       (2023 KE4),2.207,0.4781,7.37,260.65,0.9,1.152,3.26,3.28,51,54,23.26,2023-05-26,2460200.5
       (2023 KF4),1.394,0.2815,1.42,228.35,352.54,1.002,1.79,1.65,2,28,28.71,2023-05-27,2460200.5
       (2023 KG4),1.989,0.5687,2,235.81,311.67,0.858,3.12,2.8,6,31,26.36,2023-05-25,2460092.5
       (2023 KH4),0.8249,0.3235,8.25,240.53,215.48,0.558,1.09,0.749,3,23,27.02,2023-05-26,2460200.5
       (2023 KJ4),0.9517,0.2335,14.51,239.65,240.21,0.729,1.17,0.928,4,19,26.98,2023-05-27,2460200.5
       (2023 KK4),1.021,0.5152,18.87,245.54,239.85,0.495,1.55,1.03,2,32,27.56,2023-05-28,2460200.5
       (2023 KL4),0.9074,0.1401,28.13,243.83,161.85,0.78,1.03,0.864,20,26,22.91,2023-05-26,2460200.5
       (2023 KM4),1.223,0.0736,23.05,237.85,293.3,1.133,1.31,1.35,24,59,22.75,2023-05-27,2460200.5
       (2023 KN4),1.387,0.3855,4.37,180.14,156.66,0.852,1.92,1.63,27,44,23.98,2023-05-27,2460200.5
       (2023 KO4),1.27,0.1214,8.61,114.02,133.27,1.116,1.42,1.43,41,29,24.54,2023-05-27,2460200.5
       (2023 KQ4),2.138,0.5384,8.32,70.69,149.24,0.987,3.29,3.13,3,23,26.38,2023-05-27,2460200.5
       (2023 KR4),1.281,0.6016,27.07,78.78,32.31,0.511,2.05,1.45,11,38,21.61,2023-05-28,2460093.5
       (2023 KT4),2.122,0.5221,6.12,76.67,155.95,1.014,3.23,3.09,4,41,26.64,2023-05-29,2460200.5
       (2023 KU4),1.375,0.2844,8.92,245.08,330.81,0.984,1.77,1.61,3,28,28.17,2023-05-28,2460200.5
       (2023 KE5),1.97,0.4801,9.73,72.47,170.59,1.024,2.92,2.76,13,91,25.81,2023-05-29,2460200.5
       (2023 KF5),0.9568,0.1966,24.91,243.5,240.27,0.769,1.14,0.936,5,15,26.45,2023-05-25,2460200.5
       (2023 KH5),1.508,0.3466,31.99,244.24,338.49,0.986,2.03,1.85,16,38,23.36,2023-05-30,2460200.5
       (2023 KL5),2.84,0.7421,5.74,74.2,105.63,0.732,4.95,4.79,11,43,22.97,2023-05-30,2460095.5
       (2023 KM5),1.183,0.1594,24.36,84.9,130.28,0.994,1.37,1.29,1674,56,21.03,2018-11-16,2460200.5
       (2023 KN5),1.875,0.5365,5.16,173.81,13.25,0.869,2.88,2.57,12,26,24.21,2023-05-29,2460095.5
       (2023 KO5),1.51,0.4099,28.17,233.35,85.62,0.891,2.13,1.86,2,14,23.14,2023-05-30,2460095.5
       (2023 KP5),1.966,0.51,5.96,165.89,128.49,0.963,2.97,2.76,2,13,24.09,2023-05-29,2460093.5
       (2023 KQ5),0.8722,0.0771,67.43,215.67,219.18,0.805,0.94,0.815,3318,55,18.76,2014-06-08,2460200.5
       (2023 KU5),2.543,0.6382,14.72,196.19,123.53,0.92,4.17,4.06,6,14,20.74,2023-05-26,2460093.5
       (2023 KL6),1.199,0.1429,16.49,243.74,346.8,1.027,1.37,1.31,16,15,26.27,2023-05-25,2460200.5
       (2023 LA),2.338,0.5671,11.54,80.66,191.42,1.012,3.66,3.57,17,106,25.3,2023-05-27,2460200.5
       (2023 LB),1.621,0.5193,27.11,252.75,73.91,0.779,2.46,2.06,1,57,24.43,2023-06-05,2460100.5
       (2023 LC),1.209,0.1945,0.63,85.45,128.57,0.974,1.44,1.33,31,92,28.66,2023-06-07,2460200.5
       (2023 LD),2.206,0.5372,9.6,78.2,178.43,1.021,3.39,3.28,6,113,26.47,2023-06-07,2460200.5
       (2023 LE),1.048,0.0797,0.58,233.05,307,0.964,1.13,1.07,14,59,30.06,2023-06-07,2460200.5
       (2023 LF),2.186,0.5244,18.53,247.55,81.84,1.04,3.33,3.23,203,109,20.28,2023-05-26,2460200.5
       (2023 LH),1.532,0.38,5.48,238.23,324.32,0.95,2.11,1.9,20,61,24.86,2023-06-07,2460200.5
       (2023 LJ),1.275,0.6,6.04,67.38,65.7,0.51,2.04,1.44,13,15,24.49,2023-05-27,2460102.5
       (2023 LK),1.597,0.4842,16.08,77.48,106.43,0.824,2.37,2.02,6,41,25.21,2023-06-07,2460102.5
       (2023 LL),1.381,0.4734,1.56,231.19,110.56,0.727,2.03,1.62,14,95,25.01,2023-05-26,2460200.5
       (2023 LM),1.407,0.2579,0.36,149.09,93.8,1.044,1.77,1.67,31,47,26.16,2023-06-08,2460200.5
       (2023 LN),1.319,0.1667,6.48,84.14,190.18,1.099,1.54,1.52,22,33,25.24,2023-06-07,2460200.5
       (2023 LO),1.554,0.3389,2.79,262.47,1.33,1.027,2.08,1.94,14,44,27.57,2023-06-10,2460200.5
       (2023 LP),1.465,0.2693,9.77,68.03,144.09,1.07,1.86,1.77,34,25,23.43,2023-05-09,2460200.5
       (2023 LQ),1.439,0.2959,17,80.25,162.87,1.013,1.86,1.73,3,94,25.98,2023-06-10,2460200.5
       (2023 LR),2.045,0.7329,1.79,124.92,16.86,0.546,3.54,2.92,10,27,22.72,2023-06-08,2460104.5
       (2023 LS),1.019,0.1134,2.37,257.83,264.9,0.904,1.14,1.03,8,68,29.93,2023-06-10,2460200.5
       (2023 LU),2.894,0.6409,15.32,102.91,243.35,1.039,4.75,4.92,222,96,19.4,2023-05-23,2460200.5
       (2023 LV),2.056,0.4917,8.88,88.53,174.82,1.045,3.07,2.95,15,137,25.16,2023-06-10,2460200.5
       (2023 LW),2.343,0.6667,2,111.25,220.86,0.781,3.9,3.59,7,96,25.17,2023-06-10,2460200.5
       (2023 LX),1.861,0.3902,2.2,149.23,151.3,1.135,2.59,2.54,104,131,22.06,2023-06-10,2460200.5
       (2023 LY),2.699,0.6138,4.51,71.54,142.45,1.042,4.36,4.43,16,47,23.37,2023-06-10,2460110.5
       (2023 LZ),1.183,0.1896,24.21,83.18,228.81,0.958,1.41,1.29,4,56,26.48,2023-06-10,2460200.5
       (2023 LA1),0.8903,0.1813,2.83,259.6,207.65,0.729,1.05,0.84,9,51,28.87,2023-06-12,2460200.5
       (2023 LG1),1.478,0.271,16.34,91.12,208.92,1.077,1.88,1.8,31,43,24.1,2023-06-09,2460200.5
       (2023 LH1),2.46,0.6147,1.37,268.68,58.16,0.948,3.97,3.86,14,39,22.61,2023-06-12,2460110.5
       (2023 LJ1),1.978,0.5237,10.61,82.51,220.61,0.942,3.01,2.78,2,32,25.75,2023-06-12,2460107.5
       (2023 LL1),1.642,0.4477,7.12,262.8,50.42,0.907,2.38,2.1,1,37,28.22,2023-06-14,2460200.5
       (2023 LM1),2.2,0.5492,3.45,264.89,20.36,0.992,3.41,3.26,1,36,28.49,2023-06-14,2460200.5
       (2023 LN1),0.8211,0.2954,5.64,274.56,182.61,0.578,1.06,0.744,37,166,23.84,2023-06-13,2460200.5
       (2023 LP1),1.125,0.3866,13.13,261.63,261.18,0.69,1.56,1.19,1,16,29.7,2023-06-14,2460200.5
       (2023 LQ1),1.849,0.4702,3.75,259.84,33.69,0.98,2.72,2.51,3,116,27.06,2023-06-14,2460200.5
       (2023 LR1),2.568,0.7594,33.29,242.28,148.5,0.618,4.52,4.12,202,128,18.27,2023-06-13,2460200.5
       (2023 LS1),1.742,0.3388,6.02,283.23,9.61,1.152,2.33,2.3,8415,283,20.84,2000-09-27,2460200.5
       (2023 LT1),1.243,0.3347,8.2,88.7,255.13,0.827,1.66,1.39,8,72,26.89,2023-06-13,2460200.5
       (2023 LU1),1.189,0.5707,11.34,262.24,231.2,0.511,1.87,1.3,4,15,23.68,2023-06-12,2460109.5
       (2023 LV1),0.8074,0.5999,12.25,273.75,205.86,0.323,1.29,0.726,1859,87,21.38,2018-06-18,2460200.5
       (2023 LZ1),1.091,0.2005,29.14,193.5,298.28,0.872,1.31,1.14,39,39,20.89,2023-05-31,2460200.5
       (2023 LA2),1.436,0.7397,25.07,266.98,235.76,0.374,2.5,1.72,4,36,23.57,2023-06-14,2460109.5
       (2023 LB2),2.209,0.4928,9.92,128.23,150.64,1.121,3.3,3.28,56,37,22.95,2023-05-21,2460200.5
       (2023 LC2),3.181,0.9283,44.14,199.8,274.01,0.228,6.13,5.67,24,33,19.87,2023-06-07,2460111.5
       (2023 LD2),1.389,0.3261,4.32,263.42,310.42,0.936,1.84,1.64,3,55,26.06,2023-06-15,2460200.5
       (2023 LE2),1.479,0.3394,1.07,264.32,33.65,0.977,1.98,1.8,2,37,30.08,2023-06-15,2460200.5
       (2023 LF2),2.67,0.6226,3.02,59.6,231.9,1.008,4.33,4.36,184,29,21.5,2023-04-15,2460200.5
       (2023 LG2),0.9697,0.0778,3.81,90.04,328.4,0.894,1.05,0.955,16,68,25.75,2023-06-15,2460200.5
       (2023 LH2),2.154,0.531,2.64,184.49,117.55,1.01,3.3,3.16,25,47,24.66,2023-06-15,2460200.5
       (2023 LK2),2.422,0.4683,4.67,197.52,117.15,1.288,3.56,3.77,5502,300,20.45,2008-09-22,2460200.5
       (2023 LL2),1.849,0.4669,7.54,76.59,156.44,0.986,2.71,2.51,4,21,26.24,2023-06-14,2460110.5
       (2023 LM2),1.62,0.4574,23.92,109.13,257.95,0.879,2.36,2.06,221,42,19.89,2023-06-14,2460200.5
       (2023 LN2),1.169,0.3277,5.72,132.04,22.84,0.786,1.55,1.26,22,37,22.81,2023-06-15,2460200.5
       (2023 LM6),2.165,0.6677,3.84,265.61,75.71,0.72,3.61,3.19,2,14,22.87,2023-06-14,2460110.5
       (2023 MB),1.212,0.1384,9.74,263.22,354.77,1.044,1.38,1.33,17,24,26.13,2023-06-14,2460200.5
       (2023 MC),0.8941,0.3931,1.68,246.66,243.97,0.543,1.25,0.845,11,62,25.65,2023-06-16,2460200.5
       (2023 MD),0.8511,0.2189,4.16,268.54,174.55,0.665,1.04,0.785,20,169,25.55,2023-06-16,2460200.5
       (2023 ME),1.869,0.6181,14.55,106.08,237.38,0.714,3.03,2.56,5,29,23.52,2023-06-16,2460111.5
       (2023 MF),1.264,0.1428,23.59,255.92,286.29,1.084,1.44,1.42,27,34,23.07,2023-06-12,2460200.5
       (2023 MH),0.9299,0.3452,18.13,256.97,203.49,0.609,1.25,0.897,13,20,23.45,2023-06-13,2460200.5
       (2023 MJ),1.031,0.0922,15.39,97.05,277.02,0.936,1.13,1.05,206,47,23.67,2023-06-17,2460200.5
       (2023 MK),2.493,0.7129,15.07,98.52,60.85,0.716,4.27,3.94,39,22,21.8,2023-05-30,2460200.5
       (2023 ML),0.7791,0.4055,7.69,132.83,306.38,0.463,1.09,0.688,38,36,23,2023-05-29,2460200.5
